firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name1191,lastname1191,October,22,97,BS Management,+639274979934,Female
name1192,lastname1192,June,23,98,BS Management Engineering,+639187837500,Female
name1193,lastname1193,August,8,00,BS Information Technology Entrepreneurship,+639272766116,Male
name1194,lastname1194,June,11,99,BS Legal Management,+639176787819,Female
name1195,lastname1195,October,24,97,BS Information Technology Entrepreneurship,+639189893177,Male
name1196,lastname1196,October,5,99,BS Legal Management,+639189938803,Female
name1197,lastname1197,December,15,98,BS Information Technology Entrepreneurship,+639183171448,Female
name1198,lastname1198,September,8,99,BS Legal Management,+639184994910,Female
name1199,lastname1199,February,15,01,BS Management Engineering,+639178272415,Male
name1200,lastname1200,May,6,97,BS Management,+639276046296,Female
name1201,lastname1201,December,26,98,BS Communications Technology Management,+639172652898,Female
name1202,lastname1202,December,25,97,BS Management,+639188624131,Male
name1203,lastname1203,March,15,98,BS Information Technology Entrepreneurship,+639187809938,Male
name1204,lastname1204,June,23,97,BS Communications Technology Management,+639277381390,Female
name1205,lastname1205,February,4,98,BS Management Engineering,+639181492057,Female
name1206,lastname1206,December,6,97,BS Information Technology Entrepreneurship,+639175035133,Male
name1207,lastname1207,July,13,97,BS Communications Technology Management,+639171902065,Female
name1208,lastname1208,June,12,97,BS Communications Technology Management,+639186273137,Male
name1209,lastname1209,July,12,01,BS Information Technology Entrepreneurship,+639179545974,Male
name1210,lastname1210,June,8,97,BS Legal Management,+639173397016,Male
name1211,lastname1211,November,24,01,BS Legal Management,+639182898614,Female
name1212,lastname1212,October,12,97,BS Legal Management,+639274558949,Male
name1213,lastname1213,April,22,98,BS Management,+639273299292,Female
name1214,lastname1214,April,25,00,BS Legal Management,+639274683889,Female
name1215,lastname1215,September,17,98,BS Management,+639178749307,Female
name1216,lastname1216,August,2,99,BS Management,+639182235560,Female
name1217,lastname1217,May,22,97,BS Management Engineering,+639277342885,Female
name1218,lastname1218,June,1,97,BS Legal Management,+639277056125,Male
name1219,lastname1219,October,6,99,BS Legal Management,+639187461860,Female
name1220,lastname1220,September,14,98,BS Information Technology Entrepreneurship,+639174631439,Female
name1221,lastname1221,February,23,99,BS Information Technology Entrepreneurship,+639177371239,Male
name1222,lastname1222,January,6,98,BS Management Engineering,+639188117711,Female
name1223,lastname1223,January,3,98,BS Management Engineering,+639187182657,Male
name1224,lastname1224,December,10,98,BS Management,+639273447671,Male
name1225,lastname1225,May,13,99,BS Legal Management,+639188103975,Male
name1226,lastname1226,June,1,98,BS Management Engineering,+639181517087,Female
name1227,lastname1227,June,4,97,BS Management Engineering,+639187795698,Male
name1228,lastname1228,March,27,99,BS Management,+639183266859,Male
name1229,lastname1229,December,16,99,BS Information Technology Entrepreneurship,+639183779443,Male
name1230,lastname1230,June,11,98,BS Communications Technology Management,+639173967625,Male
name1231,lastname1231,July,20,98,BS Management Engineering,+639186669767,Male
name1232,lastname1232,December,1,01,BS Information Technology Entrepreneurship,+639189209381,Male
name1233,lastname1233,September,10,97,BS Legal Management,+639179793903,Male
name1234,lastname1234,October,14,99,BS Management Engineering,+639186808844,Female
name1235,lastname1235,December,12,99,BS Legal Management,+639176973635,Female
name1236,lastname1236,January,14,01,BS Information Technology Entrepreneurship,+639186891546,Female
name1237,lastname1237,September,22,97,BS Management Engineering,+639171722053,Male
name1238,lastname1238,June,15,99,BS Management Engineering,+639181341905,Female
name1239,lastname1239,October,24,99,BS Legal Management,+639179846519,Male
name1240,lastname1240,August,18,00,BS Management,+639279975569,Male
name1241,lastname1241,December,2,97,BS Management Engineering,+639172966356,Male
name1242,lastname1242,September,27,98,BS Management Engineering,+639188626792,Female
name1243,lastname1243,March,12,97,BS Information Technology Entrepreneurship,+639177453019,Male
name1244,lastname1244,September,18,00,BS Legal Management,+639272545069,Male
name1245,lastname1245,October,14,98,BS Communications Technology Management,+639278747695,Male
name1246,lastname1246,December,3,00,BS Legal Management,+639173863414,Female
name1247,lastname1247,March,14,99,BS Legal Management,+639278307116,Female
name1248,lastname1248,January,11,99,BS Legal Management,+639279283771,Male
name1249,lastname1249,January,22,99,BS Communications Technology Management,+639182141742,Female
name1250,lastname1250,June,24,00,BS Legal Management,+639175279027,Female
name1251,lastname1251,March,23,99,BS Management Engineering,+639271483443,Female
name1252,lastname1252,April,16,01,BS Communications Technology Management,+639172173713,Female
name1253,lastname1253,November,11,01,BS Communications Technology Management,+639177787376,Female
name1254,lastname1254,February,23,98,BS Information Technology Entrepreneurship,+639182367531,Female
name1255,lastname1255,March,3,98,BS Communications Technology Management,+639188277726,Female
name1256,lastname1256,May,18,97,BS Management Engineering,+639179137424,Female
name1257,lastname1257,December,13,00,BS Management Engineering,+639176649018,Male
name1258,lastname1258,January,1,00,BS Legal Management,+639278517870,Female
name1259,lastname1259,October,27,00,BS Information Technology Entrepreneurship,+639177579661,Female
name1260,lastname1260,December,27,98,BS Communications Technology Management,+639273485939,Male
name1261,lastname1261,March,20,99,BS Communications Technology Management,+639187781890,Male
name1262,lastname1262,April,15,99,BS Information Technology Entrepreneurship,+639177642428,Female
name1263,lastname1263,May,12,01,BS Information Technology Entrepreneurship,+639276856676,Male
name1264,lastname1264,March,9,97,BS Management Engineering,+639172297860,Male
name1265,lastname1265,November,14,97,BS Management,+639185819606,Female
name1266,lastname1266,September,23,98,BS Management Engineering,+639279974279,Male
name1267,lastname1267,July,15,01,BS Communications Technology Management,+639186947568,Female
name1268,lastname1268,August,9,97,BS Information Technology Entrepreneurship,+639176643619,Female
name1269,lastname1269,August,14,97,BS Information Technology Entrepreneurship,+639177609735,Male
name1270,lastname1270,November,13,98,BS Management Engineering,+639186527245,Male
name1271,lastname1271,February,20,99,BS Information Technology Entrepreneurship,+639271407068,Female
name1272,lastname1272,April,17,98,BS Communications Technology Management,+639276146148,Female
name1273,lastname1273,August,6,97,BS Information Technology Entrepreneurship,+639175864164,Male
name1274,lastname1274,August,13,97,BS Communications Technology Management,+639186695435,Male
name1275,lastname1275,December,24,99,BS Legal Management,+639277688793,Female
name1276,lastname1276,December,23,99,BS Management Engineering,+639273665156,Female
name1277,lastname1277,October,15,97,BS Management Engineering,+639272447457,Female
name1278,lastname1278,April,6,99,BS Information Technology Entrepreneurship,+639174962556,Male
name1279,lastname1279,April,1,98,BS Management Engineering,+639173914262,Female
name1280,lastname1280,July,2,98,BS Information Technology Entrepreneurship,+639279525373,Female
name1281,lastname1281,June,7,97,BS Communications Technology Management,+639273585434,Female
name1282,lastname1282,May,28,00,BS Legal Management,+639277759137,Male
name1283,lastname1283,February,11,98,BS Information Technology Entrepreneurship,+639274567882,Male
name1284,lastname1284,February,21,98,BS Communications Technology Management,+639185785873,Female
name1285,lastname1285,January,16,01,BS Information Technology Entrepreneurship,+639276045625,Male
name1286,lastname1286,December,5,97,BS Legal Management,+639173431678,Female
name1287,lastname1287,November,20,99,BS Management,+639276717058,Male
name1288,lastname1288,July,15,00,BS Information Technology Entrepreneurship,+639179269339,Male
name1289,lastname1289,April,6,98,BS Management,+639186033144,Female
name1290,lastname1290,January,9,97,BS Information Technology Entrepreneurship,+639176499107,Female
name1291,lastname1291,December,25,98,BS Communications Technology Management,+639181892364,Male
name1292,lastname1292,June,17,99,BS Management,+639272307369,Female
name1293,lastname1293,December,24,00,BS Communications Technology Management,+639179374233,Female
name1294,lastname1294,January,21,97,BS Legal Management,+639184544441,Male
name1295,lastname1295,November,4,97,BS Management,+639189099136,Male
name1296,lastname1296,July,17,98,BS Information Technology Entrepreneurship,+639275207341,Female
name1297,lastname1297,November,8,98,BS Management,+639179842112,Male
name1298,lastname1298,November,14,98,BS Legal Management,+639172976698,Male
name1299,lastname1299,February,8,00,BS Communications Technology Management,+639273612358,Male
name1300,lastname1300,February,13,97,BS Information Technology Entrepreneurship,+639183055557,Male
name1301,lastname1301,November,3,01,BS Management Engineering,+639186497146,Female
name1302,lastname1302,June,5,98,BS Communications Technology Management,+639273672582,Female
name1303,lastname1303,April,3,99,BS Management Engineering,+639178538031,Male
name1304,lastname1304,May,20,99,BS Management Engineering,+639172932779,Male
name1305,lastname1305,June,11,99,BS Management Engineering,+639271576141,Female
name1306,lastname1306,February,10,00,BS Management Engineering,+639181053008,Male
name1307,lastname1307,December,7,98,BS Management,+639274429699,Male
name1308,lastname1308,September,24,97,BS Management Engineering,+639277915437,Male
name1309,lastname1309,November,2,97,BS Legal Management,+639179892463,Male
name1310,lastname1310,June,22,97,BS Legal Management,+639186645609,Female
name1311,lastname1311,April,16,97,BS Management,+639274859982,Female
name1312,lastname1312,December,25,99,BS Legal Management,+639178895141,Male
name1313,lastname1313,August,21,97,BS Information Technology Entrepreneurship,+639181879370,Male
name1314,lastname1314,November,15,99,BS Communications Technology Management,+639277587096,Male
name1315,lastname1315,August,5,97,BS Management Engineering,+639274654328,Male
